brewery_type,city,country,id,latitude,longitude,name,phone,postal_code,state,street,tag_list,updated_at,website_url
brewpub,Boulder,United States,7584,,,Twisted Pine Brewing Co,3037869270.0,80301-2645,Colorado,3201 Walnut St Ste A,[],2018-08-11T21:36:43.715Z,http://www.twistedpinebrewing.com
micro,Bloomfield,United States,7585,,,Back East Brewing,8602421793.0,06002-5312,Connecticut,1296 Blue Hills Ave Ste A,[],2018-08-11T21:36:45.155Z,http://www.backeastbrewing.com
micro,Denver,United States,7586,39.6886637350385,-104.987611697826,Alternation Brewing Company,3038025340.0,80210-2607,Colorado,1539 S Broadway,[],2018-08-24T00:05:23.399Z,http://www.alternationbrewing.com
regional,Aurora,United States,7587,39.758038,-104.77240400000001,Dry Dock Brewing Co - North Dock,3034005606.0,80011-3508,Colorado,2801 Tower Rd,[],2018-08-24T00:22:53.151Z,http://www.drydockbrewing.com
micro,Denver,United States,7588,39.740218799999994,-104.8854207,Fiction Beer Company,7204567163.0,80220-1805,Colorado,7101 E Colfax Ave,[],2018-08-24T00:23:03.791Z,http://www.fictionbeer.com
micro,Denver,United States,7589,39.77033220000001,-104.979247,Great Divide Brewing Co - RiNo Barrel Bar,3032969460.0,80216-3665,Colorado,1812 35th St,[],2018-08-24T00:23:16.328Z,http://greatdivide.com/
brewpub,Cortez,United States,7590,37.348775,-108.570199,J. Fargo's Family Dining & Micro Brewery / Coyote J Brewing Co,9705640242.0,81321-2910,Colorado,1209 E Main St,[],2018-08-24T00:23:31.405Z,http://www.jfargos.com
micro,Fort Collins,United States,7591,40.5505901157245,-105.07974893884199,Maxline Brewing,9702862855.0,80525-2575,Colorado,2724 McClelland Dr Ste 190,[],2018-08-24T00:23:50.487Z,http://www.maxlinebrewing.com
brewpub,Steamboat Springs,United States,7592,40.4853039,-106.8355071,Mountain Tap Brewery,9708796646.0,80487,Colorado,910 Yampa Street,[],2018-08-24T00:23:55.124Z,http://www.mountaintapbrewery.com
brewpub,Fort Collins,United States,7593,40.55306785,-105.09739589966101,Pitchers Sports Restaurant and Brewery,9704935374.0,80526-6008,Colorado,1100 W Drake Rd,[],2018-08-24T00:24:15.304Z,http://www.pitchersbrewery.com
micro,Broomfield,United States,7594,39.9084879,-105.075030240563,Rails End Beer Company,3033538121.0,80020-2834,Colorado,11625 Reed Ct,[],2018-08-24T00:24:19.097Z,http://www.railsendbeerco.com
micro,Denver,United States,7595,39.755222700000004,-104.9770361,Spangalang Brewery,3032971276.0,80205-2900,Colorado,2736 Welton St Ste 102,[],2018-08-24T00:24:44.144Z,http://www.spangalangbrewery.com
micro,Denver,United States,7596,39.76935334693879,-104.90626077551,Station 26 Brewing Co,,80207-1541,Colorado,7045 E 38th Ave,[],2018-08-24T00:24:45.821Z,http://www.station26brewing.co
brewpub,Johnstown,United States,7597,40.33713,-104.9061919,Veteran Brothers Brewing Company,9705876786.0,80534,Colorado,21 N Parish Ave,[],2018-08-24T00:25:07.501Z,https://www.facebook.com/veteranbrothersbrew
brewpub,Cortez,United States,7598,37.3499005750932,-108.585311695355,WildEdge Brewing Collective,9705659445.0,81321-3214,Colorado,111 N Market St,[],2018-08-24T00:25:14.040Z,http://www.wildedgebrewing.com
brewpub,Hartford,United States,7599,,,City Steam Brewery,8605251600.0,06103-1215,Connecticut,942 Main St Lbby 3,[],2018-08-11T21:36:45.967Z,http://www.citysteam.biz
micro,Bristol,United States,7600,,,Firefly Hollow Brewing Co.,8608458977.0,06010-5086,Connecticut,139 Center St Ste 5005,[],2018-08-11T21:36:46.413Z,http://www.fireflyhollowbrewing.com
micro,Middlefield,United States,7601,,,Forest City Brewing,8607882138.0,06455,Connecticut,180 Johnson St.,[],2018-08-11T21:36:46.481Z,
micro,Wallingford,United States,7602,,,Front Porch Brewing,2036791096.0,06492-2397,Connecticut,226 N. Plains Industrial Rd Unit 4,[],2018-08-11T21:36:46.551Z,http://www.frontporchbrewing.org
micro,Haddam,United States,7603,,,Steady Habit Brewing Company,8607775041.0,06438-1354,Connecticut,95 Bridge Rd,[],2018-08-11T21:36:47.468Z,
micro,Rocky Hill,United States,7604,,,Still HIll Brewery LLC,8604366368.0,06067-3430,Connecticut,1275 Cromwell Ave Ste C8 Unit 9,[],2018-08-11T21:36:47.494Z,http://www.stillhillbrewery.com
large,Dover,United States,7605,,,Fordham and Old Dominion Brewing Company,3026784810.0,19901-4639,Delaware,1284 McD Dr,[],2018-08-11T21:36:48.572Z,http://www.fordhamanddominion.com
micro,Washington,United States,7606,,,Atlas Brew Works,2028320420.0,20002-1832,District of Columbia,2052 W Virginia Ave NE Ste 102,[],2018-08-11T21:36:49.182Z,http://www.atlasbrewworks.com
brewpub,Lake Buena Vista,United States,7607,,,Big River Grille & Brewing Works - Disney,4075600253.0,32830-8442,Florida,2101 Epcot Resorts Blvd,[],2018-08-11T21:36:51.308Z,http://www.craftworksrestaurants.com
planning,Saint Petersburg,United States,7608,,,Brewery In Planning - V-Twin Brewing,,33705-5929,Florida,,[],2018-08-11T21:36:52.184Z,
micro,Daytona Beach,United States,7609,,,Daytona Beach Brewing Company,3866792337.0,32114-1298,Florida,482 Fentress Blvd Ste N,[],2018-08-11T21:36:53.417Z,http://www.daytonabeachbrewingcompany.com
brewpub,Tallahassee,United States,7610,,,Fools Fire Brewing Company At Fermentation Lounge,8507274033.0,32301-2201,Florida,415 Saint Francis Street Unit 112,[],2018-08-11T21:36:54.383Z,http://www.foolsfire.com
micro,Clearwater,United States,7611,,,Grindhaus Brew Lab,7272400804.0,33765-1969,Florida,1650 N Hercules Ave Ste I,[],2018-08-11T21:36:54.815Z,http://www.grindhausbrewlab.com
brewpub,Palm Harbor,United States,7612,,,Lagerhaus Brewery & Grill,7272169682.0,34685-2400,Florida,3438 E Lake Rd,[],2018-08-11T21:36:55.877Z,http://www.lagerhausbrewery.com
micro,Sebastian,United States,7613,,,Mash Monkeys Brewing Company,7725716283.0,32958,Florida,920 U.S. Highway 1 Unit 1,[],2018-08-11T21:36:56.331Z,http://Www.mashmonkeysbrewing.com
micro,West Palm Beach,United States,7614,,,Ookapow Brewing Company,7183009006.0,33401,Florida,"1142 Old Okeechobee Road, Bay 13",[],2018-08-11T21:36:57.201Z,http://www.ookapow.com
brewpub,Titusville,United States,7615,,,Playalinda Brewing Company -  Brix Project,,32780-7316,Florida,5220 S Washington Ave,[],2018-08-11T21:36:57.872Z,http://www.playalindabrewingcompany.com
planning,Clermont,United States,7616,,,Suncreek Brewery,4078508810.0,34711-2135,Florida,,[],2018-08-11T21:36:58.972Z,http://www.suncreekbrewery.com
brewpub,Atlanta,United States,7617,,,5 Seasons Brewing Co - Westside,4048753232.0,30318-0683,Georgia,1000 Marietta St NW Ste 204,[],2018-08-11T21:37:00.787Z,http://www.5seasonsbrewing.com
micro,Kennesaw,United States,7618,,,Burnt Hickory Brewery,7705148812.0,30144-5653,Georgia,2260 Moon Station Ct NW Ste 210,[],2018-08-11T21:37:01.299Z,http://www.burnthickorybrewery.com
brewpub,New Britain,United States,7619,41.662994,-72.782706,Five Churches Brewing,8602238080.0,06051-2516,Connecticut,193 Arch St,[],2018-08-24T00:25:37.183Z,http://www.facebook.com/FiveChurchesBrewing
micro,Salem,United States,7620,41.4837007101622,-72.26788505800779,Fox Farm Brewery,8602870076.0,06420-3847,Connecticut,62 Music Vale Rd,[],2018-08-24T00:25:38.289Z,http://foxfarmbeer.com
brewpub,Woodbury,United States,7621,41.5385323,-73.20705090000001,Woodbury Brewing Company,2039108955.0,06798-0083,Connecticut,738 Main St,[],2018-08-24T00:25:57.032Z,http://www.woodburybrewingcompany.com
contract,Washington,United States,7622,38.897929299999994,-77.0082686,Capitol City Brewing Co,2028422337.0,20002-4945,District of Columbia,2 Massachusetts Ave NE,[],2018-08-24T00:26:14.936Z,http://www.capcitybrew.com
brewpub,Washington,United States,7623,38.8766834,-77.00529709999998,Gordon Biersch Brewery Restaurant - Navy  Yard,2024842739.0,20003-3519,District of Columbia,100 M St SE,[],2018-08-24T00:26:16.619Z,http://www.gordonbiersch.com/locations/navy-yard?action=view
brewpub,Fernandina Beach,United States,7624,30.6710604477391,-81.4623627230273,Amelia Island Brewing Company,9043106088.0,32034-4241,Florida,318 Centre St,[],2018-08-24T00:26:26.673Z,http://www.theameliatavern.com
brewpub,Cape Coral,United States,7625,26.56445894862,-81.952426390216,Big Blue Brewing,9737693294.0,33904-9168,Florida,4721 SE 10th Pl,[],2018-08-24T00:26:33.547Z,http://www.bigbluebrewing.com
micro,Sarasota,United States,7626,27.269363000000002,-82.483799,Calusa Brewing Company,9419228150.0,34233-2413,Florida,5701 Derek Ave,[],2018-08-24T00:26:50.192Z,http://www.calusabrewing.com
micro,Jupiter,United States,7627,26.8896463576254,-80.1146257093665,Civil Society Brewing Co,5618556680.0,33458-5257,Florida,1200 Town Center Dr Ste 101,[],2018-08-24T00:26:52.690Z,http://www.civilsocietybrewing.com
brewpub,Key West,United States,7628,24.557320999999998,-81.805413,First Flight Island Restaurant & Brewery,,33040-6542,Florida,301 Whitehead St,[],2018-08-24T00:27:13.612Z,http://firstflightkw.com
proprietor,Jupiter,United States,7629,26.9600304760994,-80.1001138878267,Inlet Brewing Co,5613390004.0,33469,Florida,4448 Nicole Cir,[],2018-08-24T00:27:35.074Z,http://www.inletbrewingco.com
brewpub,Palm Harbor,United States,7630,28.077072367346894,-82.7668852857143,Palm Harbor Brewery,7277868039.0,34683-4317,Florida,1022 Georgia Ave,[],2018-08-24T00:28:07.987Z,
brewpub,Jacksonville,United States,7631,30.261295819608197,-81.5531219312785,Seven Bridges Grille and Brewery,9049971999.0,32246-8221,Florida,9735 Gate Pkwy N,[],2018-08-24T00:28:26.284Z,http://www.7bridgesgrille.com
micro,Gainesville,United States,7632,29.6142515,-82.37363020000002,Swamp Head Brewery,3525053035.0,32608-2598,Florida,3650 SW 42nd Ave,[],2018-08-24T00:28:32.968Z,http://www.swamphead.com
brewpub,Venice,United States,7633,27.04979310000001,-82.39136490000001,Three Bridges Brewing / Off the Wagon Brewery,9414972048.0,34293-5011,Florida,2107 Tamiami Trl S,[],2018-08-24T00:28:41.193Z,http://www.otwbar.com
brewpub,Sanford,United States,7634,28.8087552889962,-81.26485422025809,WopsHops Brewing Company,4078787819.0,32771-1970,Florida,419 Sanford Ave,[],2018-08-24T00:28:52.521Z,http://www.wopshopsbrewing.com
brewpub,Atlanta,United States,7635,33.8503143,-84.3620936,Gordon Biersch Brewery Restaurant - Atlanta,4042640253.0,30305-2425,Georgia,3242 Peachtree Rd NE,[],2018-08-24T00:29:07.009Z,http://www.craftworksrestaurants.com
planning,Snellville,United States,7636,,,Monkey Wrench Brewing Company LLC,6785212142.0,30078-6503,Georgia,,[],2018-08-11T21:37:02.676Z,http://www.monkeywrenchbrewing.com
brewpub,Rock Spring,United States,7637,,,Phantom Horse Brewing,4233144978.0,30739,Georgia,56-A Fieldstone Village Dr,[],2018-08-11T21:37:03.064Z,http://www.phantomhorsebrewing.com
brewpub,Mililani,United States,7638,,,Taps and Apps,8086268277.0,96789-6311,Hawaii,95-1830 Meheula Pkwy Ste C-6,[],2018-08-11T21:37:04.942Z,http://www.tapsandappsbrewpub.com
brewpub,Boise,United States,7639,,,Highlands Hollow Brewhouse,2083436820.0,83702-0962,Idaho,2455 N Highlands Holw,[],2018-08-11T21:37:05.717Z,http://www.highlandshollow.com
micro,Moscow,United States,7640,,,Moscow Brewing Company,2085964058.0,83843-9701,Idaho,630 N Almon St Ste 130,[],2018-08-11T21:37:06.262Z,http://www.facebook.com/moscowbrewingcompany
micro,Willowbrook,United States,7641,,,Black Horizon Brewing Company,6304134964.0,60527-5545,Illinois,7560 S Quincy St,[],2018-08-11T21:37:08.235Z,http://www.blackhorizonbrewing.com
brewpub,South Barrington,United States,7642,,,"Lucky Monk Burger, Pizza & Beer Co",8478980500.0,60010-7121,Illinois,105 Hollywood Blvd,[],2018-08-11T21:37:13.468Z,http://www.theluckymonk.com
brewpub,Joliet,United States,7643,,,MyGrain Brewing Company,8153453339.0,60432-4299,Illinois,50 E Jefferson St Ste 106,[],2018-08-11T21:37:14.027Z,http://www.mygrainbrewing.com
micro,Buffalo Grove,United States,7644,,,Prairie Krafts Brewing Company,2244342189.0,60089-4505,Illinois,1310 Busch Pkwy,[],2018-08-11T21:37:14.814Z,http://www.prairiekrafts.com
micro,Cantrall,United States,7645,,,Rolling Meadows Farm Brewery,2177252492.0,62625-8803,Illinois,3954 Central Point Rd,[],2018-08-11T21:37:15.374Z,http://www.rollingmeadowsbrewery.com
large,Wauconda,United States,7646,,,Small Town Brewery,3142768277.0,60084-1182,Illinois,1000 N Rand Rd Ste 204,[],2018-08-11T21:37:15.721Z,
contract,Chicago,United States,7647,,,Tocayo Brewing Company,3122592189.0,60603-2308,Illinois,1 S Dearborn St Ste 1700,[],2018-08-11T21:37:16.509Z,
planning,Hampshire,United States,7648,,,Topsy Turvy,8477787070.0,60140-9449,Illinois,,[],2018-08-11T21:37:16.544Z,
micro,Indianapolis,United States,7649,,,Bier Brewery and Taproom,3176960200.0,46220-4816,Indiana,5133 E 65th St,[],2018-08-11T21:37:17.650Z,http://www.bierbrewery.com
brewpub,South Bend,United States,7650,,,Crooked Ewe Brewery & Ale House,5742170881.0,46601-3726,Indiana,1047 Lincoln Way E,[],2018-08-11T21:37:18.713Z,http://www.crookedewe.com
brewpub,Evansville,United States,7651,,,Maidens Brewery,8124312836.0,47712,Indiana,209 North Wabash Avenue of Flags,[],2018-08-11T21:37:20.060Z,http://www.maidensbrewery.com
brewpub,Honolulu,United States,7652,21.301249,-157.857248,Aloha Beer Co,8085455959.0,96813-5110,Hawaii,700 Queen St,[],2018-08-24T00:29:39.918Z,http://www.alohabeer.com
micro,Boise,United States,7653,43.576934438715895,-116.273944,Mad Swede Brewing,2089226883.0,83709-8028,Idaho,2772 S Cole Rd Ste 140,[],2018-08-24T00:30:05.732Z,http://www.madswedebrewing.com
micro,Boise,United States,7654,43.616091,-116.208681142857,Woodland Empire Ale Craft,2086029318.0,83702-6951,Idaho,1114 W Front St,[],2018-08-24T00:30:21.224Z,http://www.woodlandempire.com
contract,Oak Park,United States,7655,41.900155930609706,-87.7949303388093,Around the Bend Beer Co.,3129522339.0,60302-1538,Illinois,811 N Oak Park Ave,[],2018-08-24T00:30:29.444Z,http://www.atbbeerco.com
brewpub,Chicago,United States,7656,41.96759539999999,-87.6750827,Band Of Bohemia,7732714710.0,60640-4408,Illinois,4710 N Ravenswood Ave,[],2018-08-24T00:30:30.769Z,http://bandofbohemia.com
micro,Springfield,United States,7657,39.800527898961704,-89.65050393770191,Buzz Bomb Brewing Co,2176794157.0,62701,Illinois,406 E Adams St,[],2018-08-24T00:30:41.312Z,http://www.buzzbombbrewingco.com
brewpub,Elmhurst,United States,7658,41.902859363636395,-87.9414632727273,Elmhurst Brewing Company,6308342739.0,60126-2720,Illinois,171 N Addison Ave,[],2018-08-24T00:30:51.451Z,http://www.elmhurstbrewing.com
brewpub,West Dundee,United States,7659,42.0984146,-88.2784177,Emmett's Brewing Co - West Dundee,8474284500.0,60118-2017,Illinois,128 W Main St,[],2018-08-24T00:30:53.184Z,http://www.emmettsbrewingco.com
brewpub,Forest Park,United States,7660,41.87952620000001,-87.8108065,Exit Strategy Brewing Company,7086898771.0,60130-1404,Illinois,7700 Madison St,[],2018-08-24T00:30:57.103Z,http://www.exitstrategybrewing.com
brewpub,Aurora,United States,7661,41.760822915345294,-88.2136400185474,Hopvine Brewing Company,6302296030.0,60504-4109,Illinois,4030 Fox Valley Center Dr,[],2018-08-24T00:31:16.408Z,http://www.hopvinebrewingcompany.com
micro,Willow Springs,United States,7662,41.73187,-87.879257,Imperial Oak Brewing Co,7083305096.0,60480-1710,Illinois,501 Willow Blvd Ste 108,[],2018-08-24T00:31:18.046Z,http://www.imperialoakbrewing.com
brewpub,Mahomet,United States,7663,40.1949835738619,-88.4028961152687,JT Walker's/Champaign County Brewing Co,2175861100.0,61853-7444,Illinois,402 E Main St,[],2018-08-24T00:31:21.062Z,http://www.jtwalkers.com
micro,South Beloit,United States,7664,42.4896693836496,-89.0608245260048,Off-Kilter Brewing,,61080,Illinois,15810 Carbrey Ave,[],2018-08-24T00:31:42.845Z,http://www.OffKilterBrewing.com
brewpub,Chicago,United States,7665,41.9605751,-87.7394333,Old Irving Brewing Co.,7739166421.0,60641-2021,Illinois,4419 W Montrose Ave,[],2018-08-24T00:31:44.065Z,http://www.oldirvingbrewing.com
brewpub,Geneva,United States,7666,41.8877686857143,-88.30735302857141,Stockholms Vardshus,6302081400.0,60134-2103,Illinois,306 W State St,[],2018-08-24T00:32:10.429Z,http://www.stockholmsbrewpub.com
micro,Springfield,United States,7667,39.846853,-89.63092440000001,Timotheus Brothers Brewery,2179710027.0,62702-1248,Illinois,2708 N Peoria Rd,[],2018-08-24T00:32:15.069Z,
brewpub,Mokena,United States,7668,41.5033149,-87.8886903,Tribes Beer Company,8154640248.0,60448-8208,Illinois,11220 Lincoln Hwy,[],2018-08-24T00:32:16.056Z,http://www.tribesalehouse.com
brewpub,Jasper,United States,7669,38.3973635464852,-86.92850063393402,Basket Case Brewing Co,8124824345.0,47546-2310,Indiana,1340 Mill St,[],2018-08-24T00:32:30.730Z,http://www.basketcasebeer.com
micro,West Lafayette,United States,7670,40.453611242644,-86.914146891917,Brokerage Brewing Company,7652332767.0,47906-1404,Indiana,2516 Covington St,[],2018-08-24T00:32:38.807Z,http://www.brokeragebrewing.com
brewpub,New Albany,United States,7671,38.2828988498451,-85.8242975365546,Floyd County Brewing Company,4705882337.0,47150-5958,Indiana,129 W Main St,[],2018-08-24T00:32:51.011Z,http://www.floydcountybrewing.com
brewpub,Mishawaka,United States,7672,41.717760399999996,-86.1923429,Granite City Food & Brewery (#26),5742430900.0,46545-1010,Indiana,6501 Grape Rd Ste 1000,[],2018-08-24T00:32:56.609Z,http://www.gcfb.net
brewpub,Corydon,United States,7673,38.2111144813465,-86.1261640764361,Point Blank Brewing Company,8122255141.0,47112-1146,Indiana,105 E Beaver St,[],2018-08-24T00:33:14.333Z,http://www.pointblankbrewing.com
brewpub,Cedar Rapids,United States,7674,,,Third Base Brewery,3193789090.0,52402-1466,Iowa,500 Blairs Ferry Rd NE Ste 2,[],2018-08-11T21:37:25.023Z,http://www.Thirdbasebrew.com
micro,Mandeville,United States,7675,,,Chafunkta Brewing Co,9858690716.0,70471-7777,Louisiana,69123 Skybrook Rd. STE E,[],2018-08-11T21:37:28.877Z,http://www.chafunkta.com
micro,Hagerstown,United States,7676,,,"Antietam Brewery,LLC",3017915915.0,21740-5197,Maryland,140 Western Maryland Pkwy Unit G,[],2018-08-11T21:37:34.664Z,http://www.antietambrewery.com
micro,Prince Frederick,United States,7677,,,Calvert Brewing Co,4104148486.0,20678-3709,Maryland,150 Adelina Rd,[],2018-08-11T21:37:35.405Z,http://www.calvertbrewingcompany.com
contract,Baltimore,United States,7678,,,Full Tilt Brewing,,21212,Maryland,5604 York Road,[],2018-08-11T21:37:36.152Z,http://www.fulltiltbrewing.com
brewpub,Annapolis,United States,7679,,,Gordon Biersch Brewery Restaurant - Annapolis,4102665965.0,21401-3681,Maryland,1906 Towne Centre Blvd Ste 155,[],2018-08-11T21:37:36.181Z,http://www.craftworksrestaurants.com
micro,Frederick,United States,7680,,,Rockwell Brewery,3017324880.0,21701-5045,Maryland,880 N East St Unit 201,[],2018-08-11T21:37:37.364Z,http://www.rockwellbrewery.com
micro,Easthampton,United States,7681,,,Abandoned Building Brewery,4132827062.0,01027-2805,Massachusetts,142 Pleasant St Unit 103A,[],2018-08-11T21:37:38.259Z,http://www.abandonedbuildingbrewery.com
brewpub,Great Barrington,United States,7682,,,Barrington Brewery and Restaurant,4135288282.0,01230-9512,Massachusetts,420 Stockbridge Rd Ste 4,[],2018-08-11T21:37:38.629Z,http://www.barringtonbrewery.net
micro,Boston,United States,7683,,,Boston Beer Co,6173685000.0,02130-2312,Massachusetts,30 Germania St Ste 1,[],2018-08-11T21:37:39.002Z,http://www.samueladams.com
planning,Hull,United States,7684,,,Brewery in Planning - Hull,5084543486.0,02641,Massachusetts,,[],2018-08-11T21:37:39.189Z,http://www.hullbound.com
micro,Bloomington,United States,7685,39.1865667,-86.53436059999999,Switchyard Brewing Company,8122878295.0,47404-3842,Indiana,419 N Walnut St,[],2018-08-24T00:33:26.220Z,http://www.switchyardbrewing.com
micro,Dyer,United States,7686,41.49333495,-87.5226248920887,Windmill Brewing,2194402189.0,46311-1859,Indiana,2121 Gettler St,[],2018-08-24T00:33:40.707Z,http://www.windmillbrew.com
micro,Greenfield,United States,7687,39.7859772600274,-85.77122302894901,Wooden Bear Brewing Co,3173181221.0,46140-2171,Indiana,21 W North St,[],2018-08-24T00:33:41.229Z,http://www.woodenbearbrewing.com
micro,Des Moines,United States,7688,41.5830167,-93.6370215944771,Exile Brewing,5158832337.0,50309-3420,Iowa,1514 Walnut St,[],2018-08-24T00:37:50.711Z,http://www.exilebrewing.com
micro,Dubuque,United States,7689,42.5036239260055,-90.6677040399112,Jubeck New World Brewing,7753755692.0,52001-4802,Iowa,115 W 11th St,[],2018-08-24T00:37:59.334Z,http://www.jubeckbrewing.com
micro,Glenwood,United States,7690,41.047345299999996,-95.7356912,Keg Creek Brewing Company,7125209029.0,51534-1755,Iowa,111 Sharp St,[],2018-08-24T00:38:00.245Z,http://www.kegcreekbrewing.com
brewpub,Dodge City,United States,7691,37.754632,-100.02030699999999,Dodge City Brewing,6203713999.0,67801-4336,Kansas,701 3rd Ave,[],2018-08-24T00:38:24.216Z,http://www.dodgecitybrewing.com
brewpub,Hays,United States,7692,38.8717449183673,-99.32909032653059,Gella's Diner & Liquid Bread Brewing Co,7856212739.0,67601-3603,Kansas,117 E 11th St,[],2018-08-24T00:38:25.819Z,http://www.lbbrewing.com
micro,Fort Scott,United States,7693,37.84103841666671,-94.70741825,The Boiler Room Brewhaus LLC,6202232702.0,66701-1311,Kansas,10 S National Ave,[],2018-08-24T00:38:35.137Z,http://www.Boileroombrewhaus.com
micro,Lexington,United States,7694,38.05710985,-84.5013623362983,Blue Stallion Brewing Company,8596088490.0,40508-1243,Kentucky,610 W Third St,[],2018-08-24T00:38:44.183Z,http://www.bluestallionbrewing.com
micro,Covington,United States,7695,39.08292505,-84.510807612036,Braxton Brewing Company,859615600.0,41011-2301,Kentucky,27 W 7th St,[],2018-08-24T00:38:45.411Z,http://www.braxtonbrewing.com
brewpub,Lexington,United States,7696,38.054683399999995,-84.4986682,Chase Brewing Company / Chase Tap Room,8597973113.0,40508-1217,Kentucky,266 Jefferson St,[],2018-08-24T00:38:46.630Z,http://www.chasebrewing.com
micro,Louisville,United States,7697,38.2598078,-85.6064539,Holsopple Brewing,5027081902.0,40222-4793,Kentucky,8023 Catherine Ln,[],2018-08-24T00:38:56.546Z,http://www.holsopplebrewing.com
micro,Lafayette,United States,7698,30.2154904285714,-92.0497892244898,Cajun Brewing,3378069196.0,70506-4130,Louisiana,206 Rayburn St,[],2018-08-24T00:39:10.499Z,http://www.cajunbrewing.com
micro,New Orleans,United States,7699,29.9199522,-90.0814177592866,New Orleans Lager and Ale Brewing (NOLA Brewing),5048969996.0,70115-1039,Louisiana,3001 Tchoupitoulas St,[],2018-08-24T00:39:18.149Z,http://www.nolabrewing.com
brewpub,Ruston,United States,7700,32.529863346938804,-92.6379040408163,Utility Brewing Company,,71270,Louisiana,206 N. Vienna Street,[],2018-08-24T00:39:28.131Z,http://www.utilitybrewing.com
micro,Saco,United States,7701,43.553358,-70.405728,Barreled Souls Brewing Company LLC,2076026439.0,04072-9005,Maine,743 Portland Rd,[],2018-08-24T00:39:33.161Z,http://www.barreledsouls.com
micro,Portland,United States,7702,43.7062952227186,-70.3142737024466,Definitive Brewing Company,,04103-1071,Maine,35 Industrial Way,[],2018-08-24T00:39:40.149Z,http://www.definitivebrewing.com
brewpub,Peaks Island,United States,7703,43.654178512281504,-70.1979665982887,"Inn On Peaks Island Brewery, The",2077665100.0,04108-1333,Maine,33 Island Ave,[],2018-08-24T00:39:50.246Z,http://www.innonpeaks.com
micro,Machias,United States,7704,44.714462574948215,-67.4580455052046,Machias River Brewing Company,2072596001.0,04654-1150,Maine,86 Main St,[],2018-08-24T00:39:55.805Z,
micro,North Haven,United States,7705,44.1280622,-68.8719897,North Haven Brewing Company,2078672337.0,04853,Maine,2 Iron Point Rd # 2,[],2018-08-24T00:39:59.640Z,http://www.northhavenbrewing.com
brewpub,S Portland,United States,7706,43.63519195,-70.3190306679039,Sea Dog Brewing Co - S. Portland,2078717000.0,04106-2413,Maine,125 Western Ave,[],2018-08-24T00:40:09.500Z,http://www.seadogbrewing.com
micro,Westbrook,United States,7707,43.678384349842,-70.357762851534,Yes Brewing,2075910633.0,04092-4143,Maine,609 Main St,[],2018-08-24T00:40:16.244Z,http://www.yesbrewing.com
brewpub,Denton,United States,7708,38.886037,-75.831804,Market Street Public House,4104794720.0,21629-1037,Maryland,200 Market St,[],2018-08-24T00:40:38.324Z,http://www.marketstreet.pub
micro,Frederick,United States,7709,39.391045,-77.512519,Steinhardt Brewing Company,,21703-6947,Maryland,5710 Jefferson Blvd,[],2018-08-24T00:40:49.588Z,http://www.steinhardtbrewing.com
micro,Hyattsville,United States,7710,38.949326299999996,-76.94300279999999,Streetcar 82 Brewing Co.,2407820152.0,20781-2034,Maryland,4824 Rhode Island Ave,[],2018-08-24T00:40:50.528Z,http://www.streetcar82brewing.com
planning,Worcester,United States,7711,,,Brewery In Planning - Watertown,9786605526.0,01608-2064,Massachusetts,,[],2018-08-11T21:37:39.416Z,http://www.redemptionrock.beer
brewpub,Cambridge,United States,7712,,,Cambridge Brewing Co,6174941994.0,02139-1592,Massachusetts,1 Kendall Sq Ste B1102,[],2018-08-11T21:37:39.765Z,http://www.cambridgebrewingcompany.com
brewpub,Fiskdale,United States,7713,,,Homefield Brewing,7742426365.0,01518-,Massachusetts,3 Arnold Rd,[],2018-08-11T21:37:41.652Z,http://www.homefieldbrewing.com
micro,Plymouth,United States,7714,,,Independent Fermentations Brewing,5087464634.0,02360-3039,Massachusetts,127 Camelot Dr Ste 3,[],2018-08-11T21:37:41.880Z,http://www.independentfermentations.com
planning,Foxboro,United States,7715,,,Saltmarsh Brewery,6177996627.0,02035-2299,Massachusetts,,[],2018-08-11T21:37:43.441Z,http://adam@saltmarshbrewery.com
brewpub,Acton,United States,7716,,,True West Brewing Company,9782061600.0,01720-2962,Massachusetts,525 Massachusetts Ave Ste 107,[],2018-08-11T21:37:44.175Z,http://www.brewtruewest.com
brewpub,Port Austin,United States,7717,,,Broken Rock Brewery,2487033114.0,48467-9390,Michigan,282 Grindstone Rd Bird Creek Farms,[],2018-08-11T21:37:47.229Z,http://birdcreekfarms.com
brewpub,Ann Arbor,United States,7718,,,Grizzly Peak Brewing Co,7347417325.0,48104-1356,Michigan,120 W Washington St Ste 1,[],2018-08-11T21:37:50.120Z,http://www.grizzlypeak.net
regional,Comstock Park,United States,7719,,,Perrin Brewing Company,6165511957.0,49321-8256,Michigan,5910 Comstock Park Dr NW,[],2018-08-11T21:37:54.546Z,http://www.perrinbrewing.com
micro,Traverse City,United States,7720,,,Right Brain Brewery,2319441239.0,49684-4190,Michigan,225 E Sixteenth St Ste A,[],2018-08-11T21:37:55.175Z,http://www.rightbrainbrewery.com
brewpub,New Bedford,United States,7721,41.6350707856424,-70.9260752678464,Greasy Luck Brewery,7744254600.0,02740-6345,Massachusetts,791 Purchase St,[],2018-08-24T00:41:21.127Z,http://www.greasyluckbrewery.com
micro,Plymouth,United States,7722,41.949260244105396,-70.7125549568343,Mayflower Brewing Co,5087462674.0,02360-7245,Massachusetts,12 Resnik Rd,[],2018-08-24T00:41:30.767Z,http://www.mayflowerbrewing.com
